sample_index,true_label,true_class,majority_vote_label,majority_vote_class,majority_vote_correct,mean_probability_label,mean_probability_class,mean_probability_correct,strategies_agree,efficientnet_b0_label,efficientnet_b0_class,efficientnet_b0_confidence,resnet50_label,resnet50_class,resnet50_confidence,convnext_tiny_label,convnext_tiny_class,convnext_tiny_confidence,vit_b_16_label,vit_b_16_class,vit_b_16_confidence,vmamba_label,vmamba_class,vmamba_confidence,cnn_shallow_label,cnn_shallow_class,cnn_shallow_confidence
0,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.994517982006073,0,galaxy,0.9998698234558105,0,galaxy,0.9591550827026367,0,galaxy,0.9722691774368286,0,galaxy,0.9888707995414734,0,galaxy,0.47357770800590515
1,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9145916104316711,0,galaxy,0.9968260526657104,0,galaxy,0.9884823560714722,0,galaxy,0.9840116500854492,0,galaxy,0.997351884841919,0,galaxy,0.579753577709198
2,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9935895204544067,1,quasar,0.5471851825714111,0,galaxy,0.9807872772216797,0,galaxy,0.9799269437789917,0,galaxy,0.9947450160980225,0,galaxy,0.640065610408783
3,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9854023456573486,0,galaxy,0.9996607303619385,0,galaxy,0.9920247793197632,0,galaxy,0.9457055926322937,0,galaxy,0.9988210797309875,0,galaxy,0.9495817422866821
4,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9870851635932922,0,galaxy,0.99909508228302,0,galaxy,0.9902113080024719,0,galaxy,0.9897935390472412,0,galaxy,0.9986633062362671,0,galaxy,0.945523202419281
5,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9418184161186218,0,galaxy,0.9968144297599792,0,galaxy,0.951123833656311,0,galaxy,0.9775698184967041,0,galaxy,0.9875867366790771,0,galaxy,0.40247416496276855
6,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9926995635032654,0,galaxy,0.9863182306289673,0,galaxy,0.9885739088058472,0,galaxy,0.9702258706092834,0,galaxy,0.9983702301979065,0,galaxy,0.7233369946479797
7,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9851832985877991,0,galaxy,0.9939866065979004,0,galaxy,0.9242026209831238,0,galaxy,0.9705735445022583,0,galaxy,0.9878655076026917,1,quasar,0.4953438341617584
8,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9580658674240112,0,galaxy,0.9935771822929382,0,galaxy,0.9619923830032349,0,galaxy,0.934589684009552,0,galaxy,0.9866814613342285,2,star,0.37729620933532715
9,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.981162965297699,0,galaxy,0.9574498534202576,0,galaxy,0.9737480878829956,0,galaxy,0.9804458022117615,0,galaxy,0.9889167547225952,2,star,0.5478857755661011
