sample_index,true_label,true_class,majority_vote_label,majority_vote_class,majority_vote_correct,mean_probability_label,mean_probability_class,mean_probability_correct,strategies_agree,efficientnet_b0_label,efficientnet_b0_class,efficientnet_b0_confidence,resnet50_label,resnet50_class,resnet50_confidence,convnext_tiny_label,convnext_tiny_class,convnext_tiny_confidence,vit_b_16_label,vit_b_16_class,vit_b_16_confidence,vmamba_label,vmamba_class,vmamba_confidence,cnn_shallow_label,cnn_shallow_class,cnn_shallow_confidence
0,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9848702549934387,0,galaxy,0.9785333275794983,0,galaxy,0.9813385009765625,0,galaxy,0.9359641075134277,0,galaxy,0.9898257851600647,0,galaxy,0.5689408779144287
1,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9897134304046631,0,galaxy,0.9934697151184082,0,galaxy,0.9965343475341797,0,galaxy,0.9707311391830444,0,galaxy,0.9920184016227722,0,galaxy,0.5732985138893127
2,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9839073419570923,0,galaxy,0.9645665884017944,0,galaxy,0.9923781156539917,0,galaxy,0.9817294478416443,0,galaxy,0.9940998554229736,0,galaxy,0.7942075133323669
3,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9960311055183411,0,galaxy,0.9954320192337036,0,galaxy,0.9967792630195618,0,galaxy,0.9880163073539734,0,galaxy,0.9943167567253113,0,galaxy,0.9432021379470825
4,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9970376491546631,0,galaxy,0.9885542988777161,0,galaxy,0.9929353594779968,0,galaxy,0.9956117272377014,0,galaxy,0.9947181344032288,0,galaxy,0.978837251663208
5,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.91693115234375,0,galaxy,0.9813584685325623,0,galaxy,0.9687795639038086,0,galaxy,0.9222658276557922,0,galaxy,0.8741070032119751,0,galaxy,0.48167169094085693
6,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9979064464569092,0,galaxy,0.9989563226699829,0,galaxy,0.9941009879112244,0,galaxy,0.9866156578063965,0,galaxy,0.9919256567955017,0,galaxy,0.8195187449455261
7,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9741085767745972,0,galaxy,0.819037139415741,0,galaxy,0.9713867902755737,0,galaxy,0.9208946228027344,0,galaxy,0.9282488226890564,1,quasar,0.4209599494934082
8,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8821035623550415,0,galaxy,0.9664386510848999,0,galaxy,0.9854956269264221,0,galaxy,0.8829995393753052,0,galaxy,0.9830120205879211,0,galaxy,0.5768206715583801
9,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9840519428253174,0,galaxy,0.9950789213180542,0,galaxy,0.9887403845787048,0,galaxy,0.9594067931175232,0,galaxy,0.9788435697555542,2,star,0.48323339223861694
